startingleadership_title;Starting Leadership.;;;;;;;;;;;;x;;;
startingleadership_desc;Lets you start with some generals.;;;;;;;;;;;;x;;;
notechs_title;Starting Techs.;;;;;;;;;;;;x;;;
notechs_desc;If you don't have starting techs defines then this will give you some.;;;;;;;;;;;;x;;;
phi_becomestate_NEWS_LONG;The fighting in the Phillipines has finally ended! After a long and gruelling geurilla war between the remaining American and Japanese forces the American forces stand victorious. The frequent importation of American troops and material during the 15 year long struggle has lead to a dependence and fraternal relationship between the Phillipine people and the American Military Administration. With peace finally returning to the islands the Phillipine Civil Government has formally requested statehood with the American government, with a swift approval strongly expected.;;;;;;;;;;;;x;;;
phi_becomestate_NEWS_MEDIUM;The Phillipines has been granted statehood! After a gruelling 15 year guerilla war recently won with the continued American support, the Phillipines has opted to join the Union!;;;;;;;;;;;;x;;;
phi_becomestate_NEWS_SHORT;All welcome the new 50th state!;;;;;;;;;;;;x;;;
EVTDESC500016_NEWS_LONG;The fighting in the Phillipines has finally ended! After a long and gruelling geurilla war between the remaining American and Japanese forces the American forces stand victorious. The frequent importation of American troops and material during the 15 year long struggle has lead to a dependence and fraternal relationship between the Phillipine people and the American Military Administration. With peace finally returning to the islands the Phillipine Civil Government has formally requested statehood with the American government, with a swift approval strongly expected.;;;;;;;;;;;;x;;;
EVTDESC500016_NEWS_MEDIUM;The Phillipines has been granted statehood! After a gruelling 15 year guerilla war recently won with the continued American support, the Phillipines has opted to join the Union!;;;;;;;;;;;;x;;;
EVTDESC500016_NEWS_SHORT;All welcome the new 50th state!;;;;;;;;;;;;x;;;
demorus_title;Unite with the Russian Federal Republic.;;;;;;;;;;;;x;;;
demorus_desc;Some like minded groups have formed alongside us during the fall of the Soviet Union. Our differences are negligible and our relationship amiciable; we should unite!;;;;;;;;;;;;x;;;
westalaska_title;The West Alaskan Government forms!;;;;;;;;;;;;x;;;
westalaska_desc;After a lengthy process we have finally kicked the haunting vistages of communism out of the region. We can finally unite the people under a democratic flag. The Americans have been a continued source of economic assistance during this endeavor, what's more suitable than for us to declare ourselves the Republic of West Alaska!;;;;;;;;;;;;x;;;
ciafunding_title;American Funding.;;;;;;;;;;;;x;;;
ciafunding_desc;Some men from overseas today arrived and informed us that a few polititians in America believe there is something worth salvaging in the remains of Russia. They claim that if we pay a little lip service to the American government then they can convince these polititians to approve economic assistance to us.;;;;;;;;;;;;x;;;
shippurchase_title;American ship purchase.;;;;;;;;;;;;x;;;
shippurchase_desc;Our naval facilities cannot keep up with our larger neighbours; it is necessary to rely on our foreign friends to make up for the gap.;;;;;;;;;;;;x;;;
WA_capital_title;Pride of the Fleet.;;;;;;;;;;;;x;;;
WA_capital_desc;What we cannot make up for in quantity, we will make up for in quality! It is time we pool our resources towards a mighty ship worthwhile of being our pride!;;;;;;;;;;;;x;;;
Form_SCA_title;Form the North Sea Pragmatic Alliance.;;;;;;;;;;;;x;;;
Form_SCA_desc;Despite our differences all North Sea countries face perilous threats to our independence. We should unite for the purpose of mutual defense!;;;;;;;;;;;;x;;;
synthrubber_factory; Synthetic Rubber Factory;;;;;;;;;;;;x;;;
rus_uni;Russian Unification;;;;;;;;;;;;x;;;
rus_uni_short;Russian Unification of $STATE$;;;;;;;;;;;;x;;;
rus_uni_setup;Acquire $STATE$;;;;;;;;;;;;x;;;
tiny_conquest;Tiny Conquest;;;;;;;;;;;;x;;;
tiny_conquest_short;Annex $RECIPIENT$;;;;;;;;;;;;x;;;
tiny_conquest_setup;Annex $RECIPIENT$;;;;;;;;;;;;x;;;
acquire_capital;Take Capital;;;;;;;;;;;;x;;;
acquire_capital_short;Take $RECIPIENT$ capital;;;;;;;;;;;;x;;;
acquire_capital_setup;Take $RECIPIENT$ capital;;;;;;;;;;;;x;;;
negotiated_transfer;Negotiated Transfer;;;;;;;;;;;x
inonu_turkey;Inonu's Democratization Reforms;x
more_rgo;Resource Exploitation;x
peker_party_title;Reestablish Peker's Dominance;x
inonu_party_title;Continue Inonu's Reforms;x
inonu_kurds_title;A Home for Kurds in Turkey;x
sabiha_gokcen_state_title;Expand Gokcen's Policies;x
peker_party_desc;In the wake of Ataturk's death Recep Peker took the reigns of power in Turkey and guided it towards becoming a modern industrial state that would rapidly expand into its neighbours in the centuries since World War 2. Recent political setbacks have lead to a downturn in his political support, but through clever political maneuvering he can recover from this temporary setback. §RThis is exclusive with Inonu's decision and will unlock a further decision to increase RGO production in Armenia, Syria, and Iraq.;x
inonu_party_desc;Despite seeming to be the clear successor to Ataturk, Ismet Inonu had been sidelined until recent times by his rival Peker. Rising opposition in the past decade to Peker's harsh policies and aggressive expansionism has given Inonu an opportunity to advance his agenda of controlled democratization. §RThis is exclusive with Peker's decision and will unlock a further decision to get Kurdish accepted.;x
inonu_kurds_desc;Inonu's ideas of a controlled democratization process for Turkey has grown far beyond his initial aims. The wide spread enfranchisement it has lead to has prompted many to seek out expanded rights for Turkeys many minority groups, the Kurds being chief among them.;x
sabiha_gokcen_state_desc;The Turkish invasion of Iraq in the 1960's has seen the region under the careful watch of Sabiha Gokcen. During her administration the region has developed into an important source of industrial resources. Expanding her policies to other frontier regions of Turkey would be very benefitial.;x
big_china;Overstretched administration;x
save_the_nation0.5;Revanchism 0.5;x 
save_the_nation1;Revanchism 1;x
save_the_nation1.5;Revanchism  1.5;x
save_the_nation2;Revanchism 2;x
save_the_nation2.5;Revanchism 2.5;x
save_the_nation3;Revanchism 3;x
save_the_nation3.5;Revanchism  3.5;x
save_the_nation4;Revanchism 4;x
save_the_nation4.5;Revanchism 4.5;x
save_the_nation5;Revanchism 5;x
staging_ground;Staging Ground;x
event500277desc;News has come from the mainland as the Vichy French government has successfully defeated the military incursions of the Burgundian state. This has given them much international recognition and prestige, and lead to many their to invite the government in exile back to the mainland.;x
AGRESSION_CIVIL_WAR_NAME_IAL_SAL;The Algerian War;x
NORMAL_CIVIL_WAR_NAME_IAL_SAL;The Algerian War;x
iberia_fund_alg_title;Reinforce the Algerian Garrison;x
italy_fund_alg_title;Reinforce the Algerian Garrison;x
start_algeria_war_title;Start the Algerian War;x
iberia_fund_alg_desc;Tensions are extremely high between the Italian and Spanish settlers in Algeria. In order to guarantee the safety of our colonial venture we must expand the garrison. §ROpen conflict between the Italian and Spanish settlers will begin in 1963!;x
italy_fund_alg_desc;Tensions are extremely high between the Italian and Spanish settlers in Algeria. In order to guarantee the safety of our colonial venture we must expand the garrison. §ROpen conflict between the Italian and Spanish settlers will begin in 1963!;x
start_algeria_war_desc;This nation is meant to be AI.;x
colonial_exploit;Colonial Exploitation;x
colonial_exploit_desc;This country is being exploited for its natural resources!;x
colonial_exploit_l;Colonial Exploitation;x
ask_for_outer_manchuria_title;The Manchurian Compromise;x
ask_for_outer_manchuria_desc;Although we have asserted out dominance over Eastern Siberia, we are nowhere close to being capable of directly contesting the Empire of Japan over our former territory of Primorsky. Certainly our only option is diplomacy. §RIf Japan accepts we will get Ulusamudan, Utchan, and Saghalian Oula. In exchange we will lose our cores on Boli and Vladivostok, and Japan will lose 5 infamy.;x
siberian_supply;Local Supply Sourcing;x
siberian_supply_desc;Some nations, due to their remote geography, have become experts when it comes to fighting in barren high attrition locations.;x
proxy_war;Proxy War Intervention;x
proxy_war_short;Force $RECIPIENT$ to surrender their main war. (If you see this, report it! This is a bug.);x
proxy_war_setup;Will force the target to be full sieged by one of their enemies. Priority is given to player enemies and our spherelings.;x
proxy_war_desc;Will force the target to be full sieged by one of their enemies. Priority is given to player enemies and our spherelings.;x
proxy_war_real;Proxy War Intervention;x
proxy_war_real_short;Force $RECIPIENT$ to surrender their main war.;x
proxy_war_real_setup;Will force the target to be full sieged by one of their enemies. Priority is given to player enemies and our spherelings.;x
proxy_war_real_desc;Will force the target to be full sieged by one of their enemies. Priority is given to player enemies and our spherelings.;x
AGRESSION_PROXY_WAR_NAME;Proxy War in $SECOND_COUNTRY$;x
NORMAL_PROXY_WAR_NAME;Proxy War in $SECOND_COUNTRY$;x
event500283desc;The intervention of the Iranian military in putting down several riots across the country has backfired massively as numerous groups have sprung up in open revolt against the German backed regime. The rioting originated in response to the assasination of the Shah Mohammed Pahlavi, whose 'White Revolution' reforms turned most of the nation against him. Regardless of the politics, oil production in the region will be impacted for quite some time.;x
event500284desc;Thailand has closely followed the model of Italian fascism since the late 1930's, with dreams of dominion over all of the Indochinese peninsula accompanying the western-style modernization programs. \nIt is only in recent times that this dream has become possible, with the government in Tokyo giving the Thai government their full blessing in calling for a pan-Asian Indochinese state.;x
consolidate_indochina_title;Consolidate Indochina!;x
consolidate_indochina_desc;The domination of Indochina by a Thai state has been the dream of the Thai people since the Thai Cultural Revolution of 1939. Now, after a long period of effort and patience, the people of the Indochinese peninsula have finally come to accept their place in the new Thai order.;x
THA;Greater Thailand;x
THA_ADJ;Thai;x
event500285desc;There's several major events and features in the mod that require some explanation. Most of these occur in the 1970's.;x
event500286desc;The United States has a pseudo-civil war that will peak in the 1970's.\n\nJackson and Washington each start with their own modifiers representing racial tensions and federal desegregation efforts respectively. These will slowly spread throughout the south until every province is covered with one of them, at which point the provinces with racial tensions will get a pop growth penalty to represent the racial violence occuring. This pop growth penalty can be removed early by positioning troops in a province for a few weeks.\n Having a liberal party slows the spread of racial tension, while having at least 0.5% bureaucrats in a state will slow tension spread and speed up desegregation spread.\nAfter the pop growth penalty has been removed from all provinces, the U.S.A. can accept Afro-American culture.;x
event500287desc;The U.S.A. can set up a provisional government mandate in countries they liberate.\n\nThe U.S.A. can choose to spread cores for their O.F.N. Mandate substate to states that have crisis temperature in them. Whenever states with O.F.N. cores are liberated to countries with cores on them (such as either through rebels, a crisis, or liberate CB), the U.S.A. can acquire them for their O.F.N. Mandate substate. Countries can request their cores from the U.S.A. or take them directly from the substate in war.;x
event500288desc;Boer separatists in South Africa will attempt to break away from with the support of the German-African regimes.\n\nAny time a Boer core we own is sieged down by rebels the province will be marked with a modifier named Open Revolt. In the early 1970's (or earlier if all Boer cores are sieged) the Boer republic will declare independence in every state that has a province with Open Revolt. They will also get some troops for every province with Open Revolt. The German dictatorships to our north will join the Boers if they have not collapsed before then. The German-African regimes will gain increasing militancy every 6 months the war lasts if they join.;x
event500289desc;There are a few unique rebel types introduced for larger, complex separatist movements.\n\nThe Iberian Union has Defederalist rebels that lead to the breakup of Portugal, Spain, Catalonia, and Morocco. They will likely occur during the early 1970's and will stop appearing after 1980.\nThe Republic of India has Unified Indian Separatists that cause the breakaway of all south Indian states (Tamil culture).\nThe German African regimes have Slave Revolts that cause the breakaway of native African cultures. They stop occuring after certain decisions.\nBa'athist rebel groups occur in Arabic provinces. If successful they will join the United Arab Republic.;x
event500290desc;Iran will have a four way civil war in 1972, or earlier if they have lost territory at any point. The four sides will automatically be sphered by the U.S.A., Germany, Japan, and Italy.\n\nIt's the perfect time to use the Proxy War CB!;x
event500291desc;A rebellion in Yunnan threatens to free all of China from the Japanese!\n\nThe N.P.A. and the Reorganized Chinese Government race to conquer the border states between them. After all border states have been annexed the N.P.A. will fight the Reorganized Chinese Government. Japan will be called into the war if their starting truce with the N.P.A. has expired by this point. Regardless of the outcome of the war, Japan will directly annex a portion of the Reorganized Chinese Government.;x
event500292desc;The direct intervention of Germany into Russia will lead to a hasty unification of the region!\n\nIf Germany is at war with any Russian state before they've reached their unification formable, then most Russian minors will be adsorbed into their larger neighbors. This effect only happens if Russia is not being supported in the war by another player controlled country or AI GP.;x
event500293desc;In mid-1971 the remains of Ukraine, the Baltics, and Poland will be able to unify into the Free Europe Army and break free from Germany.\n\nIf RK Moscow is still fascist at this point they can get cores on part of the Free Europe Army and form RK Osteuropa.;x
event500294desc;Italy and Iberia will be able to intervene in France in the event that they collapse to the Burgundian State in 1962.\n\nIf France loses their starting war to Burgundy, then Italy and Iberia will have some free CB's to set up puppet states in France. These CB's are only available when they have no truce with France. Once France is completely gone the CB will be usable on Burgundy and Brittany.;x
event500295desc;The full might of the German Wehrmacht has been brought down upon Russia for the third time in this century!\nThe squabbling Russian warlords have set their differences aside to defend Russia against the German threat!;x
event500296desc;The invasion of Russia by the German Wehrmacht has lead to the hasty unification of the nearby Russian warlord states under our flag.;x
NEW_RUS_1;Ulyanovsk;x
NEW_RUS_2;Samara;x
NEW_RUS_3;Orenburg;x
NEW_RUS_4;Perm;x
NEW_RUS_5;Nizhni-Novgorod;x
NEW_RUS_6;Kirov;x
NEW_RUS_7;Kostorma;x
NEW_RUS_8;Vologda;x
NEW_RUS_9;Komi;x
NEW_RUS_10;Vorkuta;x
NEW_RUS_11;Yamalo-Nenets;x
NEW_RUS_12;Khanty-Mansi;x
NEW_RUS_13;Sverdlovsk;x
frigate;Destroyer;x
manowar;Battleship;x
ironclad;Cold War Carrier;x
monitor;Modern Aircraft Carrier;x
naval_design_bureaus;Aeronautical Design Bureaus;x
fire_control_systems;Jet Aircraft Carriers;x
weapon_platforms;Torpedo Smart Guidance Systems;x
main_armament;Carrier Strike Group Doctrine;x
advanced_naval_design;VTOL Aircraft Carriers;x
modern_naval_design;Super Modern Carrier Design;x
raider_group_doctrine;Naval Intelligence Centers;x
high_sea_battle_fleet;Naval Network Doctrine;x
iron_steamers;Naval Intelligence Ships;x
steam_turbine_ships;Sea Denial Designs;x
malthusian_thought;Genocidal Theory;x
positivism;International Order;x
functionalism;Educational Indoctrination;x
biologism;24-Hour News Cycle;x
social_science;Internet Media Consumption;x
social_alienation;Parasocial Alienation;x
enlightenment_thought;Cold War;x
ideological_thought;Nuclear Deterrence;x
state_n_government;Proxy Wars;x
nationalism_n_imperialism;Detente & Escalation;x
revolution_n_counterrevolution;Globalist Institutions;x
mass_politics;Unipolar World;x
naval_doctrine;Ship Construction;x
ship_construction;Conventional Ship Design;x
naval_engineering;Aeronautical Ship Design;x
depose_himmler_title;End the Burgund Ordensstaat;x
depose_himmler_desc;The madman Himmler wants nothing more than to plunge the world into nuclear armageddon! We may be his protege, but he must be stopped!;x
event500196altdesc;Fuhrer Heydrich has been found dead in his private study! Official reports vary from natural causes to those involving foul play from eastern partisan groups, and rumors are circulating that he may have even killed himself!;x
nes_finished;Poland and Czechoslovakia have been pacified.;x
nes_start_title;Resolve the Central European Situation;x
nes_pol_light_title;Reinstate National Socialism in Poland;x
nes_pol_heavy_title;Conquer Poland!;x
nes_czh_light_title;Reinstate National Socialism in Czechoslovakia;x
nes_czh_heavy_title;Conquer Czechoslovakia!;x
fes_start_title;Resolve the Eastern European Situation;x
fes_ukr_title;Reinstate National Socialism in Ukraine;x
fes_blt_title;Reinstate National Socialism in the Baltics;x
fes_msc_title;Reinstate National Socialism in Moskowien;x
nes_start_desc;The momentary lapse in German stability has sent shockwaves throughout our sphere of influence. Untermensch ideas of communism and democracy have been reported by the Abwehr in Bohemia, Poland, and Slovakia, and in some places it has been outright declared. Now that we've solidified our rule we should address this. §R This will unlock decisions (and a few casus belli) to puppet or annex Bohemia, Slovakia, Poland, and Czechoslovakia. Once all of these countries have been puppeted or are nonexistant you will unlock the decisions to address the situation further east.;x
nes_pol_light_desc;Under the threat of invasion by our mighty Wehrmacht we will return Poland to it's rightful place as our Reichskommisariat! §R If they do not accept we will get casus belli to invade.;x
nes_pol_heavy_desc;The Polish people have lost the privilege to self govern! We will use our mighty Wehrmacht to establish direct German rule! §R If they do not accept we will get casus belli to invade.;x
nes_czh_light_desc;Under the threat of invasion by our mighty Wehrmacht we will return Czechoslovakia to it's rightful place as our Reichskommisariat! §R If they do not accept we will get casus belli to invade.;x
nes_czh_heavy_desc;The Czech and Slovakian people have lost the privilege to self govern! We will use our mighty Wehrmacht to establish direct German rule! §R If they do not accept we will get casus belli to invade.;x
fes_start_desc;The momentary lapse in German stability has sent shockwaves throughout our sphere of influence. Untermensch ideas of communism and democracy have been reported by the Abwehr in Muscovy, the Baltics, and Ukraine, and in some places it has been outright declared. Now that we've dealt with our nearer protectorates we should address this. §R This will unlock decisions (and a few casus belli) to puppet and turn Muscovy, the Baltics, and Ukraine fascist.;x
fes_ukr_desc;Under the threat of invasion by our mighty Wehrmacht we will return Ukraine to it's rightful place as our Reichskommisariat! §R If they do not accept we will get casus belli to invade.;x
fes_blt_desc;Under the threat of invasion by our mighty Wehrmacht we will return the Baltics to it's rightful place as our Reichskommisariat! §R If they do not accept we will get casus belli to invade.;x
fes_msc_desc;Under the threat of invasion by our mighty Wehrmacht we will return Moskowien to it's rightful place as our Reichskommisariat! §R If they do not accept we will get casus belli to invade.;x
event500298desc;The Einheitspakt, also known as the Unity-Pakt in international circles, is a military and economic alliance that consists of the Greater Germanic Reich's puppets, clients and allies. The key objective of the Einheitspakt is to maintain Germany's sphere of influence, while also preventing rival factions from expanding.\nA fascist government is a requirement for joining.;x
event500299desc;Due to the lapse in German influence, we have left the Einheitspakt.;x
event500300desc;The Greater East Asia Co-Prosperity Sphere, or simply known as the Co-Prosperity Sphere, is a faction that comprises of the majority of East Asia and Southeast Asia. The faction is led by the Empire of Japan, and consists of nations that are de jure independent. However, the majority of nations within the faction have a government that is closely tied with the Japanese Government, and are reliant on the Japanese in most cases.;x
event500301desc;Due to the lapse in Japanese influence, we have left the Greater East Asia Co-Prosperity Sphere.;x
geacps;Greater East Asia Co-Prosperity Sphere Membership;x
einheitspakt;Einheitspakt Membership;x
event500302desc;The three major powers in the world each have their own bloc membership and bonuses.\nTo join the O.F.N. you must be democratic and request membership from the USA via decision. The O.F.N. bonus changes each year between a military, trade, or diplomacy bonus depending on the USA's choice.\nYou will automatically join the Einheitspakt if you have a fascist dictatorship government and are in the German sphere post civil war. The Einheitspakt bonus includes a minor military bonus along with military and industry tech research bonuses. There is a slight penalty to import costs and a slight increase to political reform desire as well.\nAll members of Japan's sphere are automatically members of the Greater East Asian Co-Prosperity Sphere. The Co-Prosperity Sphere bonus includes a minor naval and rgo bonus along with a navy and culture tech research bonuses. There is a slight penalty to education efficiency as well.;x
scottish;Scottish;x
australian;Australi-Zealander;x
south_african;Anglo South African;x
welsh;Welsh;x
finland_collapse;Chaos in Helsinki;x
expand_into_nenestia_title;Provisional Government of North Russia;x
expand_into_nenestia_desc;After having beaten back the Russian hordes clamoring at the gates of Onega, we have found ourselves in a unique opportunity to bring stability to Russia by our own hand.;x
release_puppet;Release Small Puppet;Libérer un État fantoche;Marionettenstaat entlassen;;Desvincular títere;;;;;;;;;x;;
release_puppet_short;$THIRD$ is released;$THIRD$ est libéré;$THIRD$ wurde entlassen;;$THIRD$ ha quedado desvinculada;;;;;;;;;x;;
release_puppet_setup;Release $THIRD$ from $RECIPIENT$;Libérer $THIRD$ de $RECIPIENT$.;Entlassen Sie $THIRD$ aus $RECIPIENT$;;Desvincular $THIRD$ de $RECIPIENT$;;;;;;;;;x;;
release_puppet_desc;Release a §Ycountry§W with 3 or less states from its sovereign nation;Libérer un §Ypays§W de sa nation souveraine;Entlassen Sie ein §YLand§W von seinem Herrenland.;;Desvincula a un §Ypaís§W de su nación soberana;;;;;;;;;x;;
release_puppet_large;Release Large Puppet;Libérer un État fantoche;Marionettenstaat entlassen;;Desvincular títere;;;;;;;;;x;;
release_puppet_large_short;$THIRD$ is released;$THIRD$ est libéré;$THIRD$ wurde entlassen;;$THIRD$ ha quedado desvinculada;;;;;;;;;x;;
release_puppet_large_setup;Release $THIRD$ from $RECIPIENT$;Libérer $THIRD$ de $RECIPIENT$.;Entlassen Sie $THIRD$ aus $RECIPIENT$;;Desvincular $THIRD$ de $RECIPIENT$;;;;;;;;;x;;
release_puppet_large_desc;Release a §Ycountry§W with 4 or more states from its sovereign nation;Libérer un §Ypays§W de sa nation souveraine;Entlassen Sie ein §YLand§W von seinem Herrenland.;;Desvincula a un §Ypaís§W de su nación soberana;;;;;;;;;x;;
start_fake_war_title;Control Puppets in Peacetime;x
end_fake_war_title;Stop Controlling Puppets;x
start_fake_war_desc;This will start a fake war to control your puppet units in peacetime.;x
end_fake_war_desc;This will end the fake war used for controlling your puppets in peacetime.;x
italy_finished_verona;The Verona Conference has finished. (This starts in 1963 or after the Malta Conference has been bombed.);x
greece_inherit_title;Union of Mediterranean People;;;;;;;;;;;;x
greece_inherit_desc;The Greek and Italian people have a shared cultural heritage as the creators of modern civilization. With the establishment of our workers state we should directly unify with our cousins in the east! §RGermany will get the option to try and set up an Italian puppet state in Northern Italy should we become a Communist government!;;;;;;;;;;;;x
inherit_croatia_title;Establish Patrimony over Croatia;x
inherit_croatia_desc;The liberalization of Italy by the King has lead to enourmous popularity in our client states. Ripe among them are the Croatians. They would surely be content as part of our empire proper!;x
italian_social_republic_title;Establish the Italian Social Republic;x
italian_social_republic_desc;The establishment of Communism in Italy has placed an existential threat on our southern border. We did not beat back the Bolshevik menace in the east just to see it crop up in our backyard! §RThis will allow us to liberate the Italian Social Republic, a unique substate of ours which we can expand even further once we liberate it's initial cores.;x
italian_social_republic_expand_title;National Socialism in Italy;x
italian_social_republic_expand_desc;We should push further south in Italy!;x
puppet_boost_late_game;Vassal State (Late Game);x
eng_welsh_title;Restore Dominion over Wales!;x
eng_welsh_desc;The independence movement of Wales was nothing but a hysterical fantasy of the aftermath of Operation Sealion. They believed that such an act would excempt them from the horrors of German encroachment. Now that England is finally free of German occupation they will be heartily welcomed back into the union.;x
eng_scotland_title;Reunite with Scotland!;x
eng_scotland_desc;In the wake of Operation Sealion the Allied forces stalled the German Military in Scotland until the war's end, leading to the establishment of an independent Scottish state. They belong in our union, and now that England is finally free of German occupation we can rectify this!;x
cfr_ships_title;Prepare for the return to France!;x
cfr_ships_desc;In order to reclaim our homeland we will need to commandeer some local ships.;x
bangkok_declined;Did not annex puppets during the Bangkok Conference (1966 event).;x
north_africa_expansion_title;Integrate Morocco;x
north_africa_expansion_desc;The Tangier International Zone provided a model example of governance in Morroco until its occupation during World War 2. It introduced foreign influence into the region in a manner welcomed by the local populace. If we reestablish such systems of governance on a wider scale in Morroco they may welcome direct membership in the Iberian Union.;x
no_nuke;No Nuclear Devasation;x
desc_no_nuke;Nuclear devastation will go down a level roughly once a year.;x
nuke_1;Nuclear Devasation 1;x
desc_nuke_1;Nuclear devastation will go down a level roughly once a year.;x
nuke_2;Nuclear Devasation 2;x
desc_nuke_2;Nuclear devastation will go down a level roughly once a year.;x
nuke_3;Nuclear Devasation 3;x
desc_nuke_3;Nuclear devastation will go down a level roughly once a year.;x
nuke_4;Nuclear Devasation 4;x
desc_nuke_4;Nuclear devastation will go down a level roughly once a year.;x
nuke_5;Nuclear Devasation 5;x
desc_nuke_5;Nuclear devastation will go down a level roughly once a year.;x
nuke_6;Nuclear Devasation 6;x
desc_nuke_6;Nuclear devastation will go down a level roughly once a year.;x
EVTNAME545454;Capital Supply;x
EVTDESC545454; ;x
EVTNAME565454;Removal of Capital Supply;x
EVTDESC565454;No exploiting for you!;x
capital_supply;Capital Supply;x
capital_supply_desc; ;x
staging_ground_timer;Recently Built Staging Ground;x
create_staging_grounds_title;Build Staging Ground;x
create_staging_grounds_desc;This decision will add a "Staging Ground" modifier to a random coastal province with a state selector building. This will increase the supply available at the cost of decreasing RGO throughput there. This costs 50k, the modifier lasts 2 years, and the decision can be taken yearly.;x
yankee;White American;x
afro_american;Minority American;x
usa_south;Deep South;x
civil_rights;Civil Rights Bill Passed;x
increase_ethnic_tension;Inflame Ethnic Tension;x
decrease_ethnic_tension;Improve Race Relations;x
is_usa;Is USA;x
acw_declaration;The push for equality and civil rights has gone too far, and now armed rebellion by militant black groups has swept through the south! To make matters worse, many minority groups elsewhere and socialist militants have taken up arms in similar manner elsewhere. The ethnic suicide of White America by bleeding heart liberals is complete, and the deconstruction of Whiteness is total.\n§RYOU NEED TO REHOST/RELOAD THE SAVE IMMEDIATELY. DO NOT UNPAUSE. USA HAS A BUGGED 100 WARSCORE ON YOU AND WILL INSTANT ANNEX YOU.\n§GNew Afrika may have less accepted pops, but they have a massive assimilation boost in North and South America!;x
CHE;American Native Alliance;x
CHE_ADJ;Native American;x
is_new_africa;Is New Afrika;x
is_ofn_trust;Is the O.F.N. Trust Territories;x
500059_desc;Tensions over the integration of the African American population have risen in $PROVINCENAME$.\n§GThis event will fire when either Desegregation or Militancy modifiers border a province.\n§RIt is more likely to happen when Minority American lower class pops have militancy greater than 7 in a province or the province the modifier is spreading from.;x
500060_desc;Federal programs have finally desegregated $PROVINCENAME$.\n§GThis event will fire when a Desegregation modifier border a province.\n§RIt is more likely to happen when when Minority American lower class pops have militancy greater than 5 but less than 8 in a province or the province the modifier is spreading from.;x
